"","subject","cycle","trial","spots","eyes","legs","arms","color","category","response","dangerous","nutricious","correct","cumulative","RT","choices_simple","performance"
"1209",12,3,65,1,1,1,0,1,3,1,1,0,0,1100,1239,0,0.584615384615385
"1210",12,3,66,1,1,1,0,1,3,1,1,0,0,1000,1862,0,0.575757575757576
"1211",12,3,67,1,0,1,0,0,3,1,1,0,0,900,725,0,0.567164179104478
"1212",12,3,68,0,1,0,0,1,1,1,0,0,1,1000,1112,0,0.573529411764706
"1213",12,3,69,1,1,0,0,1,1,1,0,0,1,1100,925,0,0.579710144927536
"1214",12,3,70,0,1,1,1,0,2,2,0,1,1,1200,2145,0,0.585714285714286
"1215",12,3,71,1,0,1,0,1,3,2,1,0,0,1100,5315,0,0.577464788732394
"1216",12,3,72,1,0,1,1,0,4,2,1,1,0,1000,2647,0,0.569444444444444
"1217",12,3,73,0,1,0,1,0,2,2,0,1,1,1100,1446,0,0.575342465753425
"1218",12,3,74,1,0,1,1,0,4,4,1,1,1,1200,5774,1,0.581081081081081
"1219",12,3,75,1,0,1,1,1,4,4,1,1,1,1300,2094,1,0.586666666666667
"1220",12,3,76,0,1,1,0,0,1,1,0,0,1,1400,1905,0,0.592105263157895
"1221",12,3,77,0,1,0,0,0,1,1,0,0,1,1500,1366,0,0.597402597402597
"1222",12,3,78,1,1,1,1,0,4,4,1,1,1,1600,6065,1,0.602564102564103
"1223",12,3,79,0,0,1,0,0,1,1,0,0,1,1700,1126,0,0.607594936708861
"1224",12,3,80,1,0,1,0,1,3,2,1,0,0,1600,5107,0,0.6
"1225",12,3,81,0,1,1,0,1,1,1,0,0,1,1700,894,0,0.604938271604938
"1226",12,3,82,0,0,0,1,0,2,2,0,1,1,1800,2267,0,0.609756097560976
"1227",12,3,83,0,0,0,1,1,2,2,0,1,1,1900,3370,0,0.614457831325301
"1228",12,3,84,1,0,1,0,0,3,3,1,0,1,2000,4243,1,0.619047619047619
"1229",12,3,85,1,0,0,1,0,2,4,0,1,0,1900,5773,1,0.611764705882353
"1230",12,3,86,0,1,0,0,1,1,1,0,0,1,2000,1334,0,0.616279069767442
"1231",12,3,87,1,0,0,0,0,1,3,0,0,0,1900,2594,1,0.609195402298851
"1232",12,3,88,1,0,0,0,1,1,4,0,0,0,1800,2675,1,0.602272727272727
"1233",12,3,89,0,0,1,1,1,2,1,0,1,0,1700,768,0,0.595505617977528
"1234",12,3,90,1,0,1,0,0,3,4,1,0,0,1600,3682,1,0.588888888888889
"1235",12,3,91,1,0,1,1,0,4,4,1,1,1,1700,5312,1,0.593406593406593
"1236",12,3,92,0,1,1,0,1,1,1,0,0,1,1800,1043,0,0.597826086956522
"1237",12,3,93,1,1,0,0,0,1,3,0,0,0,1700,6003,1,0.591397849462366
"1238",12,3,94,1,1,0,0,0,1,2,0,0,0,1600,1731,0,0.585106382978723
"1239",12,3,95,1,0,0,1,0,2,4,0,1,0,1500,3831,1,0.578947368421053
"1240",12,3,96,0,0,1,0,1,1,1,0,0,1,1600,894,0,0.583333333333333
"1241",12,0,97,0,0,1,1,1,2,2,0,1,1,1600,11654,0,0.587628865979381
"1242",12,0,98,0,1,0,0,0,1,1,0,0,1,1600,3452,0,0.591836734693878
"1243",12,0,99,0,0,1,0,1,1,3,0,0,0,1600,5543,1,0.585858585858586
"1244",12,0,100,0,1,0,1,0,2,2,0,1,1,1600,2896,0,0.59
"1245",12,0,101,1,1,1,1,0,4,4,1,1,1,1600,2409,1,0.594059405940594
"1246",12,0,102,1,1,0,1,1,2,4,0,1,0,1600,1888,1,0.588235294117647
"1247",12,0,103,1,0,1,0,1,3,3,1,0,1,1600,2443,1,0.592233009708738
"1248",12,0,104,1,1,1,1,1,4,4,1,1,1,1600,4295,1,0.596153846153846
"1249",13,1,1,0,0,1,0,0,1,1,0,0,1,100,14280,0,1
"1250",13,1,2,1,0,0,1,0,2,4,0,1,0,0,3824,1,0.5
"1251",13,1,3,0,0,1,1,0,2,4,0,1,0,-100,5479,1,0.333333333333333
"1252",13,1,4,0,1,1,0,1,1,1,0,0,1,0,6221,0,0.5
"1253",13,1,5,1,1,0,1,0,2,2,0,1,1,100,1085,0,0.6
"1254",13,1,6,0,0,1,1,0,2,2,0,1,1,200,731,0,0.666666666666667
"1255",13,1,7,0,0,1,0,1,1,1,0,0,1,300,870,0,0.714285714285714
"1256",13,1,8,0,0,0,1,0,2,2,0,1,1,400,2796,0,0.75
"1257",13,1,9,1,0,0,0,1,1,4,0,0,0,300,10717,1,0.666666666666667
"1258",13,1,10,1,0,0,1,0,2,2,0,1,1,400,1177,0,0.7
"1259",13,1,11,1,1,0,1,0,2,2,0,1,1,500,843,0,0.727272727272727
"1260",13,1,12,0,1,0,0,1,1,1,0,0,1,600,1940,0,0.75
"1261",13,1,13,0,1,1,0,0,1,1,0,0,1,700,1677,0,0.769230769230769
"1262",13,1,14,1,0,1,1,0,4,2,1,1,0,600,1700,0,0.714285714285714
"1263",13,1,15,1,0,1,0,1,3,1,1,0,0,500,1504,0,0.666666666666667
"1264",13,1,16,1,0,1,1,1,4,1,1,1,0,400,5211,0,0.625
"1265",13,1,17,0,1,1,1,0,2,2,0,1,1,500,3266,0,0.647058823529412
"1266",13,1,18,1,1,0,1,1,2,4,0,1,0,400,3392,1,0.611111111111111
"1267",13,1,19,1,1,0,0,1,1,1,0,0,1,500,4266,0,0.631578947368421
"1268",13,1,20,0,1,0,1,0,2,2,0,1,1,600,4161,0,0.65
"1269",13,1,21,1,0,0,1,1,2,1,0,1,0,500,10930,0,0.619047619047619
"1270",13,1,22,0,0,0,0,1,1,2,0,0,0,400,2870,0,0.590909090909091
"1271",13,1,23,1,1,1,0,0,3,1,1,0,0,300,2811,0,0.565217391304348
"1272",13,1,24,0,1,0,0,1,1,1,0,0,1,400,3363,0,0.583333333333333
"1273",13,1,25,1,0,1,1,1,4,2,1,1,0,300,4182,0,0.56
"1274",13,1,26,1,0,1,0,0,3,3,1,0,1,400,3998,1,0.576923076923077
"1275",13,1,27,0,0,0,0,1,1,1,0,0,1,500,2120,0,0.592592592592593
"1276",13,1,28,1,0,1,0,1,3,4,1,0,0,400,2964,1,0.571428571428571
"1277",13,1,29,0,1,0,0,0,1,1,0,0,1,500,2782,0,0.586206896551724
"1278",13,1,30,0,1,0,0,1,1,1,0,0,1,600,1505,0,0.6
"1279",13,1,31,1,1,1,1,1,4,4,1,1,1,700,4925,1,0.612903225806452
"1280",13,1,32,0,0,0,1,0,2,2,0,1,1,800,6241,0,0.625
"1281",13,2,33,1,0,0,1,1,2,3,0,1,0,700,8368,1,0.606060606060606
"1282",13,2,34,0,0,0,0,0,1,1,0,0,1,800,1114,0,0.617647058823529
"1283",13,2,35,1,1,1,0,1,3,3,1,0,1,900,5911,1,0.628571428571429
"1284",13,2,36,0,1,0,0,0,1,1,0,0,1,1000,813,0,0.638888888888889
"1285",13,2,37,0,1,0,1,1,2,2,0,1,1,1100,2948,0,0.648648648648649
"1286",13,2,38,1,0,1,1,0,4,3,1,1,0,1000,1896,1,0.631578947368421
"1287",13,2,39,1,1,1,1,0,4,4,1,1,1,1100,723,1,0.641025641025641
"1288",13,2,40,1,1,1,0,0,3,3,1,0,1,1200,3462,1,0.65
"1289",13,2,41,0,1,0,1,1,2,2,0,1,1,1300,1517,0,0.658536585365854
"1290",13,2,42,1,1,0,1,1,2,4,0,1,0,1200,5657,1,0.642857142857143
"1291",13,2,43,0,0,1,1,0,2,1,0,1,0,1100,3600,0,0.627906976744186
"1292",13,2,44,1,1,0,1,0,2,2,0,1,1,1200,2992,0,0.636363636363636
"1293",13,2,45,1,1,0,0,0,1,1,0,0,1,1300,3211,0,0.644444444444444
"1294",13,2,46,0,0,1,1,1,2,4,0,1,0,1200,4666,1,0.630434782608696
"1295",13,2,47,0,1,0,1,0,2,2,0,1,1,1300,1697,0,0.638297872340426
"1296",13,2,48,0,0,1,1,1,2,2,0,1,1,1400,1047,0,0.645833333333333
"1297",13,2,49,0,0,1,0,0,1,1,0,0,1,1500,1461,0,0.653061224489796
"1298",13,2,50,0,1,0,0,0,1,1,0,0,1,1600,884,0,0.66
"1299",13,2,51,0,0,1,1,1,2,2,0,1,1,1700,3043,0,0.666666666666667
"1300",13,2,52,1,1,1,1,0,4,4,1,1,1,1800,4681,1,0.673076923076923
"1301",13,2,53,1,0,1,1,0,4,4,1,1,1,1900,718,1,0.679245283018868
"1302",13,2,54,1,0,0,0,0,1,1,0,0,1,2000,2955,0,0.685185185185185
"1303",13,2,55,0,1,0,1,1,2,2,0,1,1,2100,1420,0,0.690909090909091
"1304",13,2,56,1,0,0,1,1,2,2,0,1,1,2200,805,0,0.696428571428571
"1305",13,2,57,1,1,1,1,1,4,2,1,1,0,2100,1062,0,0.684210526315789
"1306",13,2,58,0,1,1,0,1,1,1,0,0,1,2200,2818,0,0.689655172413793
"1307",13,2,59,1,0,0,0,1,1,1,0,0,1,2300,1643,0,0.694915254237288
"1308",13,2,60,1,1,1,0,1,3,1,1,0,0,2200,1243,0,0.683333333333333
"1309",13,2,61,0,1,1,1,0,2,2,0,1,1,2300,1546,0,0.688524590163934
"1310",13,2,62,1,1,0,0,0,1,1,0,0,1,2400,1357,0,0.693548387096774
"1311",13,2,63,0,0,1,0,1,1,1,0,0,1,2500,1352,0,0.698412698412698
"1312",13,2,64,0,0,0,0,0,1,1,0,0,1,2600,676,0,0.703125
"1313",13,3,65,0,1,0,1,0,2,2,0,1,1,2700,2041,0,0.707692307692308
"1314",13,3,66,1,1,1,1,0,4,2,1,1,0,2600,4457,0,0.696969696969697
"1315",13,3,67,1,0,1,0,0,3,1,1,0,0,2500,2509,0,0.686567164179104
"1316",13,3,68,0,1,1,1,1,2,2,0,1,1,2600,2785,0,0.691176470588235
"1317",13,3,69,0,1,1,0,0,1,1,0,0,1,2700,1179,0,0.695652173913043
"1318",13,3,70,0,0,0,1,1,2,2,0,1,1,2800,1556,0,0.7
"1319",13,3,71,0,1,1,1,1,2,2,0,1,1,2900,1288,0,0.704225352112676
"1320",13,3,72,1,0,0,1,0,2,2,0,1,1,3000,1445,0,0.708333333333333
"1321",13,3,73,1,0,1,0,0,3,3,1,0,1,3100,1531,1,0.712328767123288
"1322",13,3,74,0,0,0,1,0,2,2,0,1,1,3200,1743,0,0.716216216216216
"1323",13,3,75,1,1,0,0,1,1,1,0,0,1,3300,1844,0,0.72
"1324",13,3,76,0,1,1,1,1,2,2,0,1,1,3400,1755,0,0.723684210526316
"1325",13,3,77,0,0,0,1,1,2,2,0,1,1,3500,942,0,0.727272727272727
"1326",13,3,78,1,1,1,0,0,3,3,1,0,1,3600,1258,1,0.730769230769231
"1327",13,3,79,0,0,0,0,1,1,1,0,0,1,3700,1368,0,0.734177215189873
"1328",13,3,80,1,1,0,0,0,1,1,0,0,1,3800,2795,0,0.7375
"1329",13,3,81,0,1,1,0,1,1,1,0,0,1,3900,1277,0,0.740740740740741
"1330",13,3,82,1,0,1,1,1,4,2,1,1,0,3800,3003,0,0.731707317073171
"1331",13,3,83,0,0,0,1,1,2,2,0,1,1,3900,771,0,0.734939759036145
"1332",13,3,84,1,0,1,0,1,3,1,1,0,0,3800,1685,0,0.726190476190476
"1333",13,3,85,1,0,0,0,0,1,1,0,0,1,3900,1188,0,0.729411764705882
"1334",13,3,86,0,0,0,0,0,1,1,0,0,1,4000,939,0,0.732558139534884
"1335",13,3,87,1,1,1,0,1,3,3,1,0,1,4100,1415,1,0.735632183908046
"1336",13,3,88,1,0,0,0,0,1,1,0,0,1,4200,1672,0,0.738636363636364
"1337",13,3,89,0,0,1,0,0,1,1,0,0,1,4300,1741,0,0.741573033707865
"1338",13,3,90,0,0,1,0,1,1,1,0,0,1,4400,977,0,0.744444444444444
"1339",13,3,91,1,1,0,1,1,2,2,0,1,1,4500,2403,0,0.747252747252747
"1340",13,3,92,1,1,1,1,1,4,2,1,1,0,4400,3188,0,0.739130434782609
"1341",13,3,93,1,1,0,0,1,1,1,0,0,1,4500,3259,0,0.741935483870968
"1342",13,3,94,1,0,0,0,1,1,1,0,0,1,4600,938,0,0.74468085106383
"1343",13,3,95,0,1,1,1,0,2,2,0,1,1,4700,6966,0,0.747368421052632
"1344",13,3,96,0,1,1,0,0,1,1,0,0,1,4800,1176,0,0.75
"1345",13,0,97,1,0,1,0,1,3,3,1,0,1,4800,10749,1,0.752577319587629
"1346",13,0,98,1,1,1,1,1,4,4,1,1,1,4800,2812,1,0.755102040816326
"1347",13,0,99,1,1,0,1,1,2,2,0,1,1,4800,2308,0,0.757575757575758
"1348",13,0,100,0,1,0,1,0,2,2,0,1,1,4800,3764,0,0.76
"1349",13,0,101,0,1,0,0,0,1,1,0,0,1,4800,1212,0,0.762376237623762
"1350",13,0,102,1,1,1,1,0,4,2,1,1,0,4800,5842,0,0.754901960784314
"1351",13,0,103,0,0,1,0,1,1,2,0,0,0,4800,6381,0,0.747572815533981
"1352",13,0,104,0,0,1,1,1,2,2,0,1,1,4800,2357,0,0.75
"1353",14,1,1,0,1,1,1,0,2,3,0,1,0,-100,16655,1,0
"1354",14,1,2,1,1,0,0,0,1,4,0,0,0,-200,7982,1,0
"1355",14,1,3,0,1,0,1,1,2,2,0,1,1,-100,7038,0,0.333333333333333
"1356",14,1,4,1,1,0,1,0,2,1,0,1,0,-200,4853,0,0.25
"1357",14,1,5,0,1,0,0,0,1,3,0,0,0,-300,12826,1,0.2
"1358",14,1,6,1,0,1,0,1,3,1,1,0,0,-400,20131,0,0.166666666666667
"1359",14,1,7,0,0,1,0,1,1,1,0,0,1,-300,6661,0,0.285714285714286
"1360",14,1,8,1,0,0,0,1,1,4,0,0,0,-400,4101,1,0.25
"1361",14,1,9,0,1,1,1,0,2,3,0,1,0,-500,5223,1,0.222222222222222
"1362",14,1,10,0,1,0,0,0,1,1,0,0,1,-400,1983,0,0.3
"1363",14,1,11,0,0,1,1,1,2,1,0,1,0,-500,6424,0,0.272727272727273
"1364",14,1,12,0,1,1,1,0,2,2,0,1,1,-400,14400,0,0.333333333333333
"1365",14,1,13,0,1,0,0,1,1,1,0,0,1,-300,2281,0,0.384615384615385
"1366",14,1,14,0,0,1,0,0,1,1,0,0,1,-200,1045,0,0.428571428571429
"1367",14,1,15,1,0,1,0,1,3,1,1,0,0,-300,1492,0,0.4
"1368",14,1,16,1,0,1,0,0,3,3,1,0,1,-200,3705,1,0.4375
"1369",14,1,17,1,1,0,0,1,1,3,0,0,0,-300,3533,1,0.411764705882353
"1370",14,1,18,0,1,1,1,1,2,1,0,1,0,-400,4793,0,0.388888888888889
"1371",14,1,19,1,1,0,0,0,1,1,0,0,1,-300,3066,0,0.421052631578947
"1372",14,1,20,1,1,0,1,0,2,4,0,1,0,-400,4287,1,0.4
"1373",14,1,21,0,1,0,1,0,2,1,0,1,0,-500,1404,0,0.380952380952381
"1374",14,1,22,1,0,1,0,1,3,3,1,0,1,-400,3236,1,0.409090909090909
"1375",14,1,23,0,0,0,1,0,2,1,0,1,0,-500,1740,0,0.391304347826087
"1376",14,1,24,0,1,1,0,1,1,1,0,0,1,-400,2222,0,0.416666666666667
"1377",14,1,25,1,1,1,0,0,3,3,1,0,1,-300,12366,1,0.44
"1378",14,1,26,0,0,1,0,1,1,1,0,0,1,-200,1329,0,0.461538461538462
"1379",14,1,27,0,1,0,1,1,2,2,0,1,1,-100,3996,0,0.481481481481481
"1380",14,1,28,1,1,0,1,0,2,2,0,1,1,0,4677,0,0.5
"1381",14,1,29,0,0,0,0,1,1,1,0,0,1,100,1747,0,0.517241379310345
"1382",14,1,30,1,0,0,0,1,1,2,0,0,0,0,2973,0,0.5
"1383",14,1,31,1,0,0,1,0,2,2,0,1,1,100,2903,0,0.516129032258065
"1384",14,1,32,1,0,0,0,0,1,1,0,0,1,200,2595,0,0.53125
"1385",14,2,33,0,1,1,1,1,2,3,0,1,0,100,2292,1,0.515151515151515
"1386",14,2,34,1,0,0,1,1,2,2,0,1,1,200,2481,0,0.529411764705882
"1387",14,2,35,1,1,1,0,1,3,3,1,0,1,300,2270,1,0.542857142857143
"1388",14,2,36,1,1,1,1,0,4,3,1,1,0,200,4789,1,0.527777777777778
"1389",14,2,37,0,0,0,0,1,1,1,0,0,1,300,3869,0,0.540540540540541
"1390",14,2,38,0,1,0,1,1,2,2,0,1,1,400,2771,0,0.552631578947368
"1391",14,2,39,1,1,1,0,0,3,3,1,0,1,500,3061,1,0.564102564102564
"1392",14,2,40,0,0,1,0,1,1,2,0,0,0,400,3852,0,0.55
"1393",14,2,41,1,1,0,0,1,1,1,0,0,1,500,3082,0,0.560975609756098
"1394",14,2,42,0,0,0,0,1,1,1,0,0,1,600,967,0,0.571428571428571
"1395",14,2,43,0,0,0,1,1,2,1,0,1,0,500,1986,0,0.558139534883721
"1396",14,2,44,1,0,0,1,1,2,2,0,1,1,600,987,0,0.568181818181818
"1397",14,2,45,0,1,1,0,0,1,3,0,0,0,500,2515,1,0.555555555555556
"1398",14,2,46,0,0,0,1,0,2,3,0,1,0,400,1719,1,0.543478260869565
"1399",14,2,47,1,0,0,1,1,2,2,0,1,1,500,2651,0,0.553191489361702
"1400",14,2,48,1,1,1,1,1,4,3,1,1,0,400,10466,1,0.541666666666667
"1401",14,2,49,1,1,0,0,1,1,2,0,0,0,300,3997,0,0.530612244897959
"1402",14,2,50,0,1,1,1,1,2,2,0,1,1,400,2725,0,0.54
"1403",14,2,51,1,0,1,1,1,4,4,1,1,1,500,2169,1,0.549019607843137
"1404",14,2,52,1,1,1,1,1,4,4,1,1,1,600,841,1,0.557692307692308
"1405",14,2,53,0,1,0,1,0,2,1,0,1,0,500,4344,0,0.547169811320755
"1406",14,2,54,0,1,1,0,0,1,3,0,0,0,400,2594,1,0.537037037037037
"1407",14,2,55,1,1,0,1,1,2,2,0,1,1,500,7410,0,0.545454545454545
"1408",14,2,56,1,0,1,1,0,4,3,1,1,0,400,2386,1,0.535714285714286
"1409",14,2,57,1,1,1,1,1,4,4,1,1,1,500,938,1,0.543859649122807
"1410",14,2,58,0,1,0,1,0,2,1,0,1,0,400,5763,0,0.53448275862069
"1411",14,2,59,1,1,1,0,0,3,2,1,0,0,300,1430,0,0.525423728813559
"1412",14,2,60,0,1,1,0,1,1,3,0,0,0,200,1357,1,0.516666666666667
"1413",14,2,61,1,0,0,1,0,2,2,0,1,1,300,2574,0,0.524590163934426
"1414",14,2,62,0,0,0,1,0,2,2,0,1,1,400,3216,0,0.532258064516129
"1415",14,2,63,1,0,1,1,1,4,4,1,1,1,500,2097,1,0.53968253968254
"1416",14,2,64,1,1,1,0,1,3,3,1,0,1,600,5796,1,0.546875
"1417",14,3,65,0,0,1,1,0,2,4,0,1,0,500,3341,1,0.538461538461538
"1418",14,3,66,0,1,1,0,1,1,1,0,0,1,600,3671,0,0.545454545454545
"1419",14,3,67,0,0,1,1,1,2,2,0,1,1,700,3478,0,0.552238805970149
"1420",14,3,68,1,0,0,0,0,1,3,0,0,0,600,1722,1,0.544117647058823
"1421",14,3,69,1,1,1,1,0,4,4,1,1,1,700,1198,1,0.550724637681159
"1422",14,3,70,0,0,0,1,1,2,1,0,1,0,600,3598,0,0.542857142857143
"1423",14,3,71,1,0,1,0,0,3,2,1,0,0,500,2278,0,0.535211267605634
"1424",14,3,72,1,1,1,0,1,3,3,1,0,1,600,2355,1,0.541666666666667
"1425",14,3,73,1,0,1,1,0,4,4,1,1,1,700,1343,1,0.547945205479452
"1426",14,3,74,0,1,0,0,1,1,1,0,0,1,800,1168,0,0.554054054054054
"1427",14,3,75,0,1,0,0,1,1,1,0,0,1,900,1786,0,0.56
"1428",14,3,76,0,0,1,0,0,1,2,0,0,0,800,2861,0,0.552631578947368
"1429",14,3,77,1,1,1,1,0,4,4,1,1,1,900,1393,1,0.558441558441558
"1430",14,3,78,0,0,1,1,0,2,2,0,1,1,1000,2728,0,0.564102564102564
"1431",14,3,79,0,1,0,0,0,1,1,0,0,1,1100,1644,0,0.569620253164557
"1432",14,3,80,0,1,1,0,0,1,2,0,0,0,1000,9467,0,0.5625
"1433",14,3,81,1,0,0,0,0,1,2,0,0,0,900,2049,0,0.555555555555556
"1434",14,3,82,0,0,0,1,1,2,1,0,1,0,800,3407,0,0.548780487804878
"1435",14,3,83,1,0,1,1,0,4,4,1,1,1,900,1735,1,0.55421686746988
"1436",14,3,84,0,0,1,0,0,1,2,0,0,0,800,2498,0,0.547619047619048
"1437",14,3,85,1,1,0,1,1,2,2,0,1,1,900,1845,0,0.552941176470588
"1438",14,3,86,1,0,1,1,1,4,4,1,1,1,1000,1900,1,0.558139534883721
"1439",14,3,87,0,0,1,1,1,2,2,0,1,1,1100,4760,0,0.563218390804598
"1440",14,3,88,0,0,0,0,0,1,1,0,0,1,1200,1281,0,0.568181818181818
"1441",14,3,89,1,0,1,0,0,3,2,1,0,0,1100,1662,0,0.561797752808989
"1442",14,3,90,0,0,0,0,0,1,1,0,0,1,1200,2172,0,0.566666666666667
"1443",14,3,91,0,0,0,0,0,1,1,0,0,1,1300,911,0,0.571428571428571
"1444",14,3,92,1,0,0,1,0,2,3,0,1,0,1200,2226,1,0.565217391304348
"1445",14,3,93,1,1,0,0,0,1,2,0,0,0,1100,3946,0,0.559139784946237
"1446",14,3,94,1,1,0,1,1,2,2,0,1,1,1200,1748,0,0.563829787234043
"1447",14,3,95,1,0,0,0,1,1,2,0,0,0,1100,1687,0,0.557894736842105
"1448",14,3,96,0,0,1,1,0,2,2,0,1,1,1200,2252,0,0.5625
"1449",14,0,97,1,1,1,1,0,4,2,1,1,0,1200,7466,0,0.556701030927835
"1450",14,0,98,0,1,0,1,0,2,1,0,1,0,1200,1100,0,0.551020408163265
"1451",14,0,99,1,0,1,0,1,3,4,1,0,0,1200,2134,1,0.545454545454545
"1452",14,0,100,0,0,1,1,1,2,4,0,1,0,1200,1110,1,0.54
"1453",14,0,101,0,1,0,0,0,1,2,0,0,0,1200,2831,0,0.534653465346535
"1454",14,0,102,0,0,1,0,1,1,2,0,0,0,1200,1580,0,0.529411764705882
"1455",14,0,103,1,1,1,1,1,4,1,1,1,0,1200,2394,0,0.524271844660194
"1456",14,0,104,1,1,0,1,1,2,2,0,1,1,1200,2297,0,0.528846153846154
"1457",15,1,1,0,1,0,1,1,2,1,0,1,0,-100,7514,0,0
"1458",15,1,2,1,0,0,1,1,2,4,0,1,0,-200,4782,1,0
"1459",15,1,3,0,0,1,0,0,1,1,0,0,1,-100,1680,0,0.333333333333333
"1460",15,1,4,1,0,1,0,0,3,2,1,0,0,-200,5949,0,0.25
"1461",15,1,5,0,1,1,0,0,1,1,0,0,1,-100,1871,0,0.4
"1462",15,1,6,0,1,0,1,0,2,2,0,1,1,0,7454,0,0.5
"1463",15,1,7,0,1,1,1,1,2,4,0,1,0,-100,2948,1,0.428571428571429
"1464",15,1,8,0,1,0,0,1,1,4,0,0,0,-200,4975,1,0.375
"1465",15,1,9,0,0,1,0,1,1,1,0,0,1,-100,4575,0,0.444444444444444
"1466",15,1,10,1,0,1,1,1,4,4,1,1,1,0,5971,1,0.5
"1467",15,1,11,0,0,0,1,1,2,3,0,1,0,-100,3274,1,0.454545454545455
"1468",15,1,12,0,0,0,1,0,2,2,0,1,1,0,8761,0,0.5
"1469",15,1,13,1,0,1,0,0,3,3,1,0,1,100,3498,1,0.538461538461538
"1470",15,1,14,0,0,1,1,1,2,4,0,1,0,0,7177,1,0.5
"1471",15,1,15,0,1,1,1,1,2,4,0,1,0,-100,1929,1,0.466666666666667
"1472",15,1,16,1,1,0,0,0,1,3,0,0,0,-200,3974,1,0.4375
"1473",15,1,17,1,0,1,1,0,4,4,1,1,1,-100,16790,1,0.470588235294118
"1474",15,1,18,0,0,0,0,0,1,1,0,0,1,0,4390,0,0.5
"1475",15,1,19,1,0,1,0,1,3,3,1,0,1,100,3065,1,0.526315789473684
"1476",15,1,20,1,0,1,0,1,3,3,1,0,1,200,2974,1,0.55
"1477",15,1,21,0,1,0,1,1,2,2,0,1,1,300,3239,0,0.571428571428571
"1478",15,1,22,1,1,0,1,0,2,4,0,1,0,200,5215,1,0.545454545454545
"1479",15,1,23,1,1,0,0,0,1,3,0,0,0,100,4935,1,0.521739130434783
"1480",15,1,24,0,0,1,1,1,2,4,0,1,0,0,5562,1,0.5
"1481",15,1,25,1,1,0,0,1,1,3,0,0,0,-100,6299,1,0.48
"1482",15,1,26,1,1,0,1,0,2,2,0,1,1,0,7600,0,0.5
"1483",15,1,27,1,1,1,1,0,4,4,1,1,1,100,3816,1,0.518518518518518
"1484",15,1,28,0,0,0,1,1,2,2,0,1,1,200,4423,0,0.535714285714286
"1485",15,1,29,1,1,0,1,1,2,4,0,1,0,100,5246,1,0.517241379310345
"1486",15,1,30,0,1,0,1,0,2,2,0,1,1,200,5406,0,0.533333333333333
"1487",15,1,31,0,1,1,1,0,2,2,0,1,1,300,4021,0,0.548387096774194
"1488",15,1,32,0,1,1,1,0,2,2,0,1,1,400,8606,0,0.5625
"1489",15,2,33,1,1,1,1,1,4,4,1,1,1,500,4301,1,0.575757575757576
"1490",15,2,34,1,1,0,1,1,2,4,0,1,0,400,3232,1,0.558823529411765
"1491",15,2,35,0,0,1,1,0,2,2,0,1,1,500,10550,0,0.571428571428571
"1492",15,2,36,1,0,1,0,1,3,3,1,0,1,600,3194,1,0.583333333333333
"1493",15,2,37,0,0,0,1,0,2,2,0,1,1,700,2844,0,0.594594594594595
"1494",15,2,38,0,0,0,0,0,1,1,0,0,1,800,3483,0,0.605263157894737
"1495",15,2,39,1,1,0,0,1,1,1,0,0,1,900,3696,0,0.615384615384615
"1496",15,2,40,1,0,0,0,1,1,1,0,0,1,1000,2428,0,0.625
"1497",15,2,41,0,1,0,1,0,2,2,0,1,1,1100,2813,0,0.634146341463415
"1498",15,2,42,1,1,1,0,1,3,1,1,0,0,1000,8900,0,0.619047619047619
"1499",15,2,43,1,1,1,1,1,4,4,1,1,1,1100,3369,1,0.627906976744186
"1500",15,2,44,0,1,0,0,0,1,1,0,0,1,1200,2809,0,0.636363636363636
"1501",15,2,45,0,0,1,0,0,1,1,0,0,1,1300,3795,0,0.644444444444444
"1502",15,2,46,1,0,0,0,0,1,1,0,0,1,1400,1411,0,0.652173913043478
"1503",15,2,47,1,1,0,1,1,2,2,0,1,1,1500,2539,0,0.659574468085106
"1504",15,2,48,0,1,0,0,1,1,1,0,0,1,1600,1926,0,0.666666666666667
"1505",15,2,49,0,0,1,1,0,2,2,0,1,1,1700,2202,0,0.673469387755102
"1506",15,2,50,0,0,0,0,1,1,1,0,0,1,1800,1706,0,0.68
"1507",15,2,51,0,1,1,0,0,1,1,0,0,1,1900,3575,0,0.686274509803922
"1508",15,2,52,0,0,0,0,1,1,1,0,0,1,2000,1576,0,0.692307692307692
"1509",15,2,53,0,0,0,1,0,2,2,0,1,1,2100,2187,0,0.69811320754717
"1510",15,2,54,1,0,0,1,0,2,2,0,1,1,2200,2444,0,0.703703703703704
"1511",15,2,55,0,1,1,0,1,1,1,0,0,1,2300,3242,0,0.709090909090909
"1512",15,2,56,1,0,0,0,1,1,1,0,0,1,2400,7321,0,0.714285714285714
"1513",15,2,57,1,1,1,0,1,3,1,1,0,0,2300,3309,0,0.701754385964912
"1514",15,2,58,0,1,0,1,1,2,2,0,1,1,2400,2537,0,0.706896551724138
"1515",15,2,59,1,1,1,1,0,4,4,1,1,1,2500,4349,1,0.711864406779661
"1516",15,2,60,0,0,0,0,1,1,1,0,0,1,2600,2470,0,0.716666666666667
"1517",15,2,61,1,0,1,1,1,4,4,1,1,1,2700,3811,1,0.721311475409836
"1518",15,2,62,1,0,1,1,0,4,4,1,1,1,2800,2187,1,0.725806451612903
"1519",15,2,63,1,0,0,0,0,1,1,0,0,1,2900,2212,0,0.73015873015873
